Species,Fos,Ter,Aqu,Arb,Leaves,Flowers,Seeds,Fruits,Arthro,Vert,Diu,Noc,Crepu,Wet_warm,Wet_cold,Dry_warm,Dry_cold,Body_mass_g,Age_at_maturity_min_y,Age_at_maturity_max_y,Body_size_mm,Size_at_maturity_min_mm,Size_at_maturity_max_mm,Longevity_max_y,Litter_size_min_n,Litter_size_max_n,Reproductive_output_y,Offspring_size_min_mm,Offspring_size_max_mm,Dir,Lar,Viv,OBS
Eleutherodactylus_inoptatus,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_intermedius,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_ionthus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_jamaicensis,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,28,28,1,NA,NA,1,0,0,NA
Eleutherodactylus_jasperi,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,3,5,1,3.3,5,0,0,1,NA
Eleutherodactylus_jaumei,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,NA,NA,NA,2,2,1,NA,NA,1,0,0,NA
Eleutherodactylus_johnstonei,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,24,NA,NA,35,18,24,NA,10,30,4,2.7,3,1,0,0,NA
Eleutherodactylus_juanariveroi,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,17.3,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA
Eleutherodactylus_jugans,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_junori,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_karlschmidti,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_klinikowskii,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,18.2,18.2,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_lamprotes,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_leberi,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,27,27,1,5.8,5.8,1,0,0,NA
Eleutherodactylus_lentus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_leoncei,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_limbatus,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,1,1,1,NA,NA,1,0,0,NA
Eleutherodactylus_locustus,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_lucioi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_luteolus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_maestrensis,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.4,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Eleutherodactylus_mariposa,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,36,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_martinicensis,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_melacara,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,35.6,NA,NA,NA,5,5,1,6.9,9.3,1,0,0,NA
Eleutherodactylus_michaelschmidi,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_minutus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_monensis,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4,NA,NA,6,5,28,1,4,5.8,1,0,0,NA
Eleutherodactylus_montanus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_nortoni,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_notidodes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eleutherodactylus_nubicola,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,40,53,1,NA,NA,1,0,0,NA
Eleutherodactylus_orcutti,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_orientalis,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,NA,NA,NA,1,1,1,NA,NA,1,0,0,NA
Eleutherodactylus_oxyrhyncus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_pallidus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Eleutherodactylus_pantoni,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,78,104,1,NA,NA,1,0,0,NA
Eleutherodactylus_parabates,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_paralius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eleutherodactylus_parapelates,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9.4,NA,NA,52,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_patriciae,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_paulsoni,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_pentasyringos,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_pezopetrus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_pictissimus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_pinarensis,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_pinchoni,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_pituinus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_planirostris,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,36,15,25,NA,2,26,1,NA,NA,1,0,0,NA
Eleutherodactylus_poolei,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_portoricensis,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,4,27,1,NA,NA,1,0,0,NA
Eleutherodactylus_principalis,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_probolaeus,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_rhodesi,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_richmondi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_ricordii,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,19,25,1,NA,NA,1,0,0,NA
Eleutherodactylus_riparius,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_rivularis,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,42,42,1,4.2,4.6,1,0,0,NA
Eleutherodactylus_rogersi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eleutherodactylus_ronaldi,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_rufifemoralis,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_ruthae,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_schmidti,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_schwartzi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_sciagraphus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_semipalmatus,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_simulans,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_sisyphodemus,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,6,10,1,0.5,1,1,0,0,NA
Eleutherodactylus_sommeri,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eleutherodactylus_symingtoni,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_tetajulia,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,6,6,1,NA,NA,1,0,0,NA
Eleutherodactylus_thomasi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_thorectes,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,3,3,1,2,2.1,1,0,0,NA
Eleutherodactylus_toa,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,28.2,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_tonyi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_turquinensis,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,24,24,1,NA,NA,1,0,0,NA
Eleutherodactylus_unicolor,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_varians,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_varleyi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,18.5,NA,NA,NA,4,4,1,3.5,4,1,0,0,NA
Eleutherodactylus_ventrilineatus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_warreni,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_weinlandi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_wetmorei,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_wightmanae,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,4,30,1,3.5,4.3,1,0,0,NA
Eleutherodactylus_zeus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Eleutherodactylus_zugi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Flectonotus_fitzgeraldi,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,25,NA,NA,24,NA,NA,NA,3,6,1,3.6,3.6,0,1,0,NA
Fritziana_goeldii,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,34.8,NA,NA,NA,9,22,1,4.7,4.7,0,1,0,sinonimia Fritziana goeldii
Gastrotheca_cornuta,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,81.1,NA,NA,NA,7,15,1,9.8,12,1,0,0,NA
Gastrotheca_fissipes,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,16,16,1,10,10,1,0,0,NA
Gastrotheca_microdiscus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Hemiphractus_fasciatus,NA,1,1,1,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,68.7,NA,NA,NA,11,14,1,6,7,1,0,0,reported as H. panamensis in Duellman 2001
Stefania_evansi,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,97.5,NA,NA,NA,11,30,1,1,1,1,0,0,NA
Hemisus_guineensis,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Hemisus_marmoratus,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,6.3,NA,NA,55,NA,NA,NA,80,250,1,4.9,7.3,0,1,0,NA
Acris_crepitans,NA,1,1,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,NA,1.69,1,1,38,20,20,4.9,40,500,2,1.3,1.5,0,1,0,NA
Acris_gryllus,NA,1,1,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,32,NA,NA,NA,99,250,1,0.9,1.4,0,1,0,NA
Aparasphenodon_bokermanni,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Aparasphenodon_brunoi,NA,1,1,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,18.97,NA,NA,81,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Aplastodiscus_arildae,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,2.58,NA,NA,41.6,NA,NA,NA,307,307,1,NA,NA,0,1,0,NA
Aplastodiscus_eugenioi,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,62,88,1,1.95,2.87,0,1,0,NA
Aplastodiscus_leucopygius,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,4.4,NA,NA,45.1,NA,NA,NA,127,322,1,1.8,2.1,0,1,0,NA
Aplastodiscus_perviridis,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,46.1,NA,NA,NA,101,288,1,1.4,2,0,1,0,NA
Aplastodiscus_sibilatus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,33.6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Argenteohyla_siemersi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,44,2,3,83,70,74,5,2638,8987,1,1.6,1.8,0,1,0,NA
Bokermannohyla_astartea,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Bokermannohyla_circumdata,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,273,412,1,NA,NA,0,1,0,NA
Bokermannohyla_hylax,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Dendropsophus_anceps,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,1,1,1,0,1,0,NA
Dendropsophus_berthalutzae,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,43,70,1,0.92,1.9,0,1,0,NA
Dendropsophus_bipunctatus,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,30,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Dendropsophus_branneri,NA,1,1,1,1,1,1,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Dendropsophus_brevifrons,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,35,114,1,1,1.6,0,1,0,NA
Dendropsophus_decipiens,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Dendropsophus_ebraccatus,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,15,296,1,1.2,1.4,0,1,0,NA
Dendropsophus_elegans,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,35.7,NA,NA,NA,300,411,1,1.15,1.4,0,1,0,NA
Dendropsophus_gaucheri,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,19.2,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Dendropsophus_haddadi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,24,NA,NA,NA,45,45,1,NA,NA,0,1,0,NA
Dendropsophus_leucophyllatus,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,7.5,NA,NA,50,NA,NA,NA,186,928,1,1.1,1.5,0,1,0,NA
Dendropsophus_marmoratus,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,186,1580,1,1,2,0,1,0,NA
Dendropsophus_melanargyreus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Dendropsophus_meridianus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Dendropsophus_microcephalus,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,28,NA,NA,32,NA,NA,NA,49,385,1,0.7,1.2,0,1,0,NA
Dendropsophus_microps,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,33,NA,NA,NA,150,150,1,1.2,1.5,0,1,0,NA
Dendropsophus_minusculus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,150,300,1,NA,NA,0,1,0,NA
Dendropsophus_minutus,NA,1,NA,1,1,1,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,27.6,NA,NA,NA,160,424,1,0.8,1.4,0,1,0,NA
Dendropsophus_nanus,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,0.7,NA,NA,23.8,NA,NA,NA,100,551,1,1.2,1.2,0,1,0,NA
Dendropsophus_parviceps,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,79,395,1,1,1.2,0,1,0,NA
Dendropsophus_phlebodes,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,29,NA,NA,28,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Dendropsophus_sanborni,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,21.1,NA,NA,NA,60,130,1,0.9,0.9,0,1,0,NA
Dendropsophus_seniculus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
